,year,selling_price,km_driven,mileage,engine,max_power,fuel_Petrol,seller_type_Individual,transmission_Manual,owner_Second Owner,owner_Third and above owners,seat_category_more than 5
4053,2012,500000,110000,19.01,1461.0,108.45,False,True,True,True,False,False
4054,2010,229999,140000,18.4,1248.0,75.0,False,True,True,False,False,False
4055,2009,600000,155000,11.79,2179.0,120.0,False,True,False,True,False,True
4057,2017,500000,80000,23.08,1461.0,63.1,False,True,True,True,False,False
4058,2010,315000,120000,13.6,2523.0,63.0,False,True,True,True,False,True
4059,2011,265000,80000,18.9,998.0,67.1,True,True,True,False,False,False
4060,2015,350000,110000,25.83,1498.0,99.0,False,True,True,True,False,False
4061,2012,200000,230000,23.57,1396.0,70.0,False,True,True,False,False,False
4062,2011,114999,172000,17.88,1396.0,52.8,False,True,True,True,False,False
4063,2014,425000,25000,18.6,1197.0,81.83,True,True,True,False,False,False
4064,2019,900000,35000,23.0,1498.0,98.96,False,True,True,False,False,False
4065,2014,550000,126000,12.05,2179.0,120.0,False,True,True,False,False,True
4066,2018,900000,30000,25.5,1498.0,98.6,False,True,True,False,False,False
4067,2011,165000,97000,19.81,1086.0,68.05,True,True,True,False,True,False
4068,2016,850000,120000,19.08,1582.0,126.2,False,True,False,False,False,False
4069,2016,850000,120000,23.9,1582.0,126.32,False,True,True,False,False,False
4070,2014,550000,80000,16.55,2498.0,105.0,False,True,True,True,False,True
4071,2011,500000,60000,19.3,1248.0,73.9,False,True,True,True,False,False
4073,2011,160000,60000,19.81,1086.0,68.05,True,True,True,False,False,False
4074,2015,670000,60000,25.1,1498.0,98.6,False,True,True,False,False,False
4075,2014,430000,90000,22.9,1248.0,74.0,False,True,True,False,False,False
4076,2015,375000,30000,19.1,1197.0,82.0,True,True,True,False,False,False
4077,2016,650000,35000,18.6,1197.0,81.83,True,True,True,False,False,False
4078,2016,500000,35000,26.59,1248.0,74.0,False,True,True,False,False,False
4081,2018,600000,40000,21.66,1498.0,108.62,False,True,True,False,False,False
4082,2017,1200000,25000,19.67,1582.0,126.2,False,True,True,False,False,False
4092,2017,550000,23456,18.9,1197.0,82.0,True,False,True,False,False,False
4094,2015,1225000,39000,16.0,2179.0,140.0,False,False,True,False,False,True
4095,2017,700000,15000,17.5,1199.0,88.7,True,True,True,False,False,False
4096,2013,530000,40000,23.4,1248.0,74.0,False,True,True,False,False,False
4103,2010,150000,70000,18.6,1199.0,79.4,True,True,True,False,False,False
4104,2014,475000,40000,19.1,1197.0,85.8,True,True,True,False,False,False
4105,2008,375000,136500,12.7,2609.0,120.0,False,True,True,False,True,True
4106,2016,425000,70000,25.32,1198.0,77.0,False,True,True,True,False,True
4107,2015,800000,90000,25.1,1498.0,98.6,False,True,True,True,False,False
4109,2018,509999,8000,20.51,998.0,67.0,True,True,False,True,False,False
4110,2015,387000,170000,23.59,1364.0,67.04,False,True,True,False,False,False
4111,2014,235000,25000,22.74,796.0,47.3,True,True,True,False,False,False
4113,2010,340000,110000,17.8,1248.0,75.0,False,True,True,False,True,False
4114,2016,1000000,100000,16.0,2179.0,140.0,False,True,True,False,False,True
4115,2009,160000,115000,13.8,1399.0,68.0,False,True,True,True,False,False
4116,2008,365000,120000,12.7,2609.0,120.0,False,True,True,False,True,True
4117,2011,300000,265000,20.86,1199.0,75.0,False,True,True,True,False,False
4118,2008,260000,90000,17.8,1248.0,75.0,False,True,True,True,False,False
4119,2018,860000,40000,18.2,1199.0,88.7,True,True,False,False,False,False
4120,2008,114999,55000,13.9,1599.0,103.2,True,True,True,True,False,False
4121,2007,100000,90000,19.7,796.0,46.3,True,True,True,True,False,False
4122,2014,565000,111000,20.34,1498.0,103.2,False,True,True,False,False,False
4123,2013,450000,120000,11.68,2498.0,112.0,False,True,True,True,False,True
4124,2017,625000,15000,21.4,1197.0,83.1,True,True,True,False,False,False
4125,2016,280000,30000,22.74,796.0,47.3,True,True,True,True,False,False
4126,2017,330000,50000,23.95,998.0,67.05,True,True,True,False,False,False
4128,2008,65000,50000,15.3,1396.0,70.0,True,True,True,True,False,False
4129,2018,480000,45000,23.84,1199.0,84.0,True,True,True,True,False,False
4130,2016,400000,35000,27.28,1047.0,69.0,False,True,True,True,False,False
4131,2009,500000,80000,13.93,2179.0,138.0,False,True,True,False,False,True
4132,2012,320000,120000,11.68,2498.0,112.0,False,True,True,False,False,True
4133,2014,750000,90000,15.1,2179.0,140.0,False,True,True,True,False,True
4134,2017,620000,100000,16.5,1493.0,70.0,False,True,True,False,False,True
4135,2011,300000,120000,19.3,1248.0,73.9,False,True,True,False,True,False
4137,2017,282000,15000,24.7,796.0,47.3,True,True,True,False,False,False
4138,2017,700000,15000,21.21,1197.0,81.8,True,True,False,False,False,False
4139,2017,700000,70000,25.83,1498.0,99.0,False,True,True,False,False,False
4140,2015,600000,135000,22.77,1498.0,98.59,False,True,True,False,False,False
4141,2012,290000,80000,20.5,1598.0,103.5,False,True,True,True,False,False
4142,2011,430000,80000,18.1,1991.0,147.9,False,True,False,True,False,False
4143,2017,575000,19000,18.6,1197.0,81.83,True,True,True,False,False,False
4144,2017,875000,42000,15.29,1591.0,121.3,True,True,True,False,False,False
4145,2010,180000,77000,18.9,998.0,67.1,True,True,True,False,False,False
4146,2012,229999,120000,23.2,1248.0,73.94,False,True,True,False,False,False
4147,2019,800000,10000,19.56,1197.0,81.8,True,True,False,False,False,False
4148,2009,60000,110000,16.5,995.0,63.0,True,True,True,False,True,False
4149,2009,150000,110000,15.0,1586.0,104.68,True,True,True,False,False,False
4150,2007,100000,90000,23.57,1396.0,70.0,False,True,True,False,True,False
4151,2015,900000,90000,15.29,1591.0,121.3,True,True,True,False,False,False
4152,2018,850000,50000,22.54,1396.0,88.73,False,True,True,False,False,False
4153,2014,220000,50000,25.44,936.0,56.3,False,True,True,False,False,False
4154,2014,250000,40000,22.74,796.0,47.3,True,True,True,True,False,False
4155,2012,125000,120000,22.3,1248.0,74.0,False,True,True,False,False,False
4159,2017,400000,40000,23.84,1199.0,84.0,True,True,True,False,False,False
4160,2002,50000,62000,16.1,796.0,37.0,True,True,True,False,False,False
4161,2018,1000000,10000,17.0,1591.0,121.3,True,True,True,False,False,False
4162,2014,600000,160000,25.1,1498.0,98.6,False,True,True,False,False,False
4163,2010,250000,60000,17.0,1197.0,80.0,True,True,True,False,False,False
4164,2009,310000,110000,13.6,2523.0,63.0,False,True,True,False,False,True
4165,2005,120000,60000,18.9,998.0,67.1,True,True,True,False,True,False
4166,2014,390000,78000,11.68,2498.0,112.0,False,True,True,False,False,True
4167,2019,458000,30000,20.3,1086.0,68.0,True,True,True,False,False,False
4168,2018,950000,20000,23.0,1498.0,98.96,False,True,True,False,False,False
4169,2017,650000,21000,22.0,1197.0,81.8,True,True,True,False,False,False
4170,2013,400000,70000,22.9,1248.0,74.0,False,True,True,False,False,False
4171,2015,400000,70000,18.9,1197.0,82.0,True,True,False,True,False,False
4172,2006,100000,42500,19.7,796.0,46.3,True,True,True,False,False,False
4173,2012,350000,25000,20.36,1197.0,78.9,True,True,True,False,False,False
4174,2013,450000,80000,13.7,2197.0,138.1,False,True,True,True,False,True
4175,2006,350000,90000,12.7,2609.0,116.6,False,True,True,False,False,True
4176,2010,250000,80000,22.07,1199.0,73.9,False,True,True,False,True,False
4177,2013,450000,146000,15.96,2523.0,62.1,False,True,True,True,False,True
4178,2013,157000,47200,16.1,796.0,37.0,True,True,True,False,True,False
4181,2007,75000,100000,15.3,1193.0,65.3,True,True,True,True,False,False
4182,2010,280000,100000,14.8,2499.0,80.0,False,True,True,True,False,True
4184,2012,250999,120000,15.3,2956.0,83.8,False,True,True,False,True,True
4185,2010,350000,80000,12.5,1794.0,132.0,True,True,True,True,False,False
4186,2016,300000,34000,23.01,999.0,67.0,True,True,True,False,False,False
4187,2017,819999,50000,19.87,1461.0,83.8,False,True,True,False,False,False
4188,2010,409999,100000,19.61,1405.0,70.0,False,True,True,True,False,False
4189,2008,275000,52000,13.9,1599.0,103.2,True,True,True,True,False,False
4190,2013,497000,110000,20.77,1248.0,88.76,False,True,True,False,False,True
4191,2015,500000,70000,18.6,1197.0,81.83,True,True,True,False,False,False
4192,2006,170000,120000,14.0,2523.0,83.0,False,True,True,True,False,True
4198,2019,975000,30000,23.0,1498.0,98.96,False,True,True,False,False,False
4199,2018,620000,15000,20.4,1194.0,94.93,True,True,True,False,False,False
4202,2019,1227000,5000,18.0,1497.0,117.6,True,True,False,False,False,False
4204,2018,950000,40000,23.0,1498.0,98.96,False,True,True,False,False,False
4209,2014,545000,110000,20.77,1248.0,88.76,False,True,True,False,False,True
4210,2011,400000,72000,22.9,1248.0,74.0,False,True,True,False,False,False
4213,2015,562000,60000,27.39,1248.0,74.0,False,True,True,False,False,False
4214,2002,96000,120000,14.07,2956.0,83.1,False,True,True,False,False,True
4274,2015,590000,80000,25.01,1498.0,89.75,False,True,True,False,False,False
4275,2016,350000,120000,24.4,1120.0,71.0,False,True,True,True,False,False
4276,2017,484999,30000,20.89,1197.0,81.8,True,True,True,False,False,False
4277,2015,240000,110000,19.1,1405.0,70.0,False,True,True,True,False,False
4278,2008,500000,219000,12.8,2494.0,102.0,False,True,True,True,False,True
4279,2017,300000,80000,24.7,796.0,47.3,True,True,True,False,False,False
4280,2016,750000,80000,28.09,1248.0,88.5,False,True,True,False,False,False
4281,2016,574000,35000,20.85,1197.0,83.14,True,True,True,True,False,False
4282,2013,200000,167000,22.3,1248.0,88.8,False,True,True,False,False,False
4283,2016,1100000,94000,19.67,1582.0,126.2,False,True,True,False,False,False
4284,2012,350000,80000,17.92,1086.0,62.1,True,True,True,False,False,False
4286,2005,120000,90000,13.8,1299.0,70.0,True,True,True,True,False,False
4287,2012,700000,246000,12.99,2494.0,100.0,False,True,True,True,False,True
4288,2019,500000,10000,21.4,1197.0,83.1,True,True,True,False,False,False
4289,2016,370000,90000,19.09,1405.0,69.01,False,True,True,False,False,False
4290,2019,600000,5200,20.3,1199.0,83.81,True,True,True,False,False,False
4291,2006,100000,120000,17.3,993.0,60.0,True,True,True,True,False,False
4292,2013,409999,90000,22.9,1248.0,74.0,False,True,True,True,False,False
4293,2016,750000,50000,18.0,1497.0,117.3,True,True,False,False,False,False
4294,2017,600000,5000,18.9,1197.0,81.86,True,True,True,False,False,False
4295,2018,550000,10500,18.15,1198.0,82.0,True,True,True,False,False,True
4296,2018,950000,26000,19.6,1461.0,108.45,False,True,True,False,False,False
4297,2014,645000,139000,11.79,2179.0,120.0,False,True,False,False,False,True
4298,2014,750000,60000,15.1,2179.0,140.0,False,True,True,True,False,True
4299,2006,650000,40000,11.7,1796.0,178.0,True,True,True,False,False,False
4300,2015,800000,25000,15.85,1499.0,110.4,True,True,True,False,False,False
4301,2010,350000,60000,14.53,1798.0,138.0,True,True,True,True,False,False
4302,2015,700000,25000,15.85,1499.0,110.4,True,True,True,False,False,False
4303,2011,335000,15000,17.5,1298.0,85.8,True,True,True,False,False,False
4304,2012,270000,110000,19.3,1248.0,73.9,False,True,True,False,False,False
4306,2010,320000,100000,19.3,1248.0,73.9,False,True,True,True,False,False
4307,2007,120000,120000,17.8,1086.0,63.0,True,True,True,False,False,False
4308,2010,730000,55000,12.3,1781.0,163.2,True,True,False,True,False,False
4309,2007,125000,120000,15.0,1586.0,104.68,True,True,True,False,True,False
4310,2007,150000,35000,18.2,1061.0,64.0,True,True,True,False,False,False
4311,2018,310000,13000,24.7,796.0,47.3,True,True,True,False,False,False
4312,2015,625000,50000,26.59,1248.0,74.0,False,True,True,False,False,False
4313,2012,267000,40000,20.36,1197.0,78.9,True,True,True,False,False,False
4314,2016,600000,25000,17.19,1197.0,81.86,True,True,True,False,False,False
4315,2011,180000,110000,15.37,1196.0,73.0,True,True,True,True,False,True
4316,2019,700000,5000,23.87,1197.0,88.5,True,True,True,False,False,False
4317,2013,121000,50000,16.1,796.0,37.0,True,True,True,True,False,False
4318,2014,350000,80000,18.9,1197.0,82.0,True,True,True,False,True,False
4319,2012,869999,225000,12.99,2494.0,100.0,False,True,True,True,False,True
4339,2008,80000,100000,17.3,1061.0,64.0,True,True,True,False,True,False
4340,2008,120000,93331,19.81,1086.0,68.05,True,True,True,True,False,False
4341,2012,370000,120000,13.5,2179.0,115.0,False,True,True,True,False,False
4342,2015,750000,70000,19.01,1461.0,108.5,False,True,True,False,False,False
4343,2015,484999,100000,15.96,2523.0,63.0,False,True,True,False,False,True
4344,2006,120000,90000,13.1,1493.0,82.0,False,True,True,True,False,False
4367,2019,750000,6500,21.21,1197.0,81.8,True,True,False,False,False,False
4368,2010,350000,80000,11.96,1298.0,80.0,True,True,True,False,False,True
4369,2008,400000,100000,12.05,2179.0,120.0,False,True,True,False,True,True
4370,2015,570000,120000,23.59,1364.0,67.05,False,True,True,True,False,False
4371,2012,180000,120000,21.1,814.0,55.2,True,True,True,True,False,False
4373,2006,280000,150000,18.7,1896.0,66.0,False,True,True,False,True,False
4374,2005,90000,120000,16.1,1405.0,70.0,False,True,True,False,True,False
4376,2018,700000,63000,15.3,2956.0,83.83,False,True,True,False,False,True
4378,2015,685000,109000,22.7,1498.0,89.84,False,False,True,False,False,False
4379,2015,565000,114000,25.2,1248.0,73.94,False,False,True,False,False,False
4381,2014,395000,160000,24.0,1120.0,70.0,False,False,True,False,True,False
4382,2013,425000,101000,21.9,1396.0,88.76,False,False,True,False,False,False
4385,2018,535000,31000,24.04,999.0,67.0,True,False,False,False,False,False
4386,2018,500000,31000,23.01,999.0,67.0,True,False,True,False,False,False
4387,2016,434999,55000,20.52,1197.0,81.8,True,False,True,False,False,False
4388,2018,250000,55000,21.9,624.0,37.48,True,False,False,False,False,False
4389,2014,700000,117000,22.32,1582.0,126.32,False,False,True,False,False,False
4390,2010,1100000,102000,19.62,1995.0,187.74,False,False,False,False,False,False
4391,2012,900000,108000,17.42,1968.0,175.0,False,False,False,False,False,False
4392,2015,425000,75000,20.52,1197.0,81.8,True,False,True,False,False,False
4394,2013,325000,158000,24.4,1499.0,98.96,False,False,True,False,False,False
4397,2019,1140000,10000,21.5,1497.0,108.5,False,True,False,False,False,False
4398,2017,980000,53000,17.6,2179.0,147.94,False,True,True,False,False,True
4400,2020,808000,5000,18.24,999.0,108.6,True,True,True,False,False,False
4401,2014,550000,30000,19.1,1197.0,85.8,True,True,True,False,False,False
4402,2010,215000,64000,19.7,796.0,46.3,True,True,True,False,False,False
4403,2016,512000,10500,18.16,1196.0,86.8,True,True,True,False,False,False
4404,2011,215000,50000,19.7,796.0,46.3,True,True,True,True,False,False
4405,2012,500000,60000,20.5,1598.0,103.5,False,True,True,False,False,False
4406,2015,700000,35000,21.14,1498.0,103.52,False,True,True,False,False,False
4407,2012,525000,135000,13.93,2179.0,138.03,False,True,True,False,False,True
4408,2011,550000,70000,12.05,2179.0,120.0,False,True,True,True,False,True
4409,2016,750000,80000,24.3,1248.0,88.5,False,True,True,False,False,False
4410,2017,395000,25000,21.63,998.0,67.0,True,True,True,False,False,False
4411,2017,675000,5000,18.6,1197.0,81.83,True,True,True,False,False,False
4412,2008,140000,80000,17.92,1086.0,62.1,True,True,True,False,True,False
4413,2011,430000,120000,12.05,2179.0,120.0,False,True,True,True,False,True
4435,2014,300000,10000,20.51,998.0,67.04,True,True,True,False,False,False
4436,2013,355000,68000,22.1,1248.0,76.9,False,True,True,False,False,False
4437,2015,180000,35000,22.74,796.0,47.3,True,True,True,True,False,False
4440,2007,125000,50000,15.3,1193.0,65.3,True,True,True,False,False,False
4443,2018,810000,29700,25.1,1248.0,88.5,False,True,True,False,False,False
4444,2018,671000,20000,18.6,1368.0,98.63,True,True,False,False,False,False
4445,2018,295000,20000,24.7,796.0,47.3,True,True,True,False,False,False
4446,2017,850000,40000,24.52,1248.0,88.5,False,True,True,False,False,True
4447,2013,409999,90000,22.9,1248.0,74.0,False,True,True,False,False,False
4448,2015,600000,90000,16.02,1373.0,93.7,True,True,True,False,False,True
4449,2015,600000,80000,15.96,2523.0,62.1,False,True,True,False,False,True
4450,2012,220000,60000,18.9,998.0,67.1,True,True,True,False,True,False
4451,2013,550000,56000,23.4,1248.0,74.0,False,True,True,False,False,False
4452,2014,650000,50000,14.0,2523.0,75.0,False,True,True,False,False,True
4453,2014,655000,50000,14.0,2523.0,75.0,False,True,True,True,False,True
4454,2006,130000,74000,13.7,1948.0,68.0,False,True,True,False,False,True
4455,2014,400000,123000,19.01,1461.0,108.45,False,True,True,False,False,False
4457,2009,155000,54000,19.7,796.0,46.3,True,True,True,False,False,False
4458,2013,250000,50000,15.64,1193.0,64.1,True,True,True,False,False,False
4459,2014,400000,80000,18.9,1197.0,82.0,True,True,True,True,False,False
4460,2019,500000,10000,19.02,1198.0,67.05,True,True,True,False,False,False
4461,2018,565000,10000,20.3,1086.0,68.0,True,True,False,False,False,False
4462,2018,900000,40000,23.0,1498.0,98.96,False,True,True,False,False,False
4463,2017,650000,120000,16.5,1493.0,70.0,False,True,True,False,False,True
4464,2013,600000,45000,15.96,2523.0,62.1,False,True,True,False,False,True
4465,2018,800000,35000,28.4,1248.0,74.02,False,True,True,False,False,False
4466,2015,575000,60000,22.54,1396.0,88.73,False,True,True,False,False,False
4467,2016,550000,40000,17.01,1499.0,110.4,True,True,False,False,False,False
4468,2011,190000,80000,15.5,1586.0,103.3,True,True,True,False,True,False
4469,2017,750000,37000,23.0,1498.0,98.96,False,True,True,False,False,False
4470,2018,625000,22000,21.4,1197.0,83.1,True,True,True,False,False,False
4471,2018,799000,60000,22.54,1396.0,88.73,False,True,True,True,False,False
4472,2013,300000,57000,20.51,998.0,67.04,True,True,True,True,False,False
4473,2017,850000,27000,20.73,1373.0,91.1,True,True,True,False,False,False
4474,2012,130000,70000,18.0,995.0,62.0,True,True,True,False,False,False
4475,2011,229999,40000,20.92,998.0,67.1,True,True,True,True,False,False
4476,2015,400000,60000,23.1,998.0,67.04,True,True,True,False,False,False
4477,2018,900000,35000,16.55,2498.0,105.0,False,True,True,False,False,True
4478,2015,800000,70000,15.4,1997.0,120.0,False,True,True,False,False,True
4479,2015,250999,43000,21.1,814.0,55.2,True,True,True,True,False,False
4480,2011,250000,110000,15.0,1368.0,90.0,True,True,True,True,False,False
4481,2009,100000,100000,15.7,1172.0,67.0,True,True,True,True,False,False
4482,2016,450000,64000,20.4,1197.0,81.8,True,True,True,False,False,False
4483,2017,575000,96000,19.87,1461.0,83.8,False,True,True,False,False,False
4484,2013,400000,96000,20.46,1461.0,83.8,False,True,True,False,False,False
4485,2019,480000,7600,21.63,998.0,67.0,True,True,True,False,False,False
4486,2019,490000,7000,21.63,998.0,67.0,True,True,True,False,False,False
4487,2007,150000,120000,17.0,1405.0,70.0,False,True,True,True,False,False
4488,2017,600000,50000,22.95,1248.0,74.0,False,True,True,False,False,False
4489,2015,500000,50000,24.4,1120.0,71.0,False,True,True,True,False,False
4490,2015,425000,80000,23.0,1248.0,88.7,False,True,True,False,False,False
4491,2003,108000,200000,13.1,1493.0,82.0,False,True,True,True,False,False
4492,2015,1030000,190000,12.99,2494.0,100.6,False,True,True,False,False,True
4493,2015,360000,34000,20.51,998.0,67.04,True,True,True,False,False,False
4494,2012,290000,80000,16.47,1198.0,73.9,True,True,True,True,False,False
4496,2003,70000,20000,15.9,1527.0,57.0,False,True,True,False,False,False
4497,2012,320000,70000,15.3,2956.0,83.8,False,True,True,True,False,True
4500,2014,755000,29340,22.32,1582.0,126.32,False,True,True,False,False,False
4501,2011,215000,120000,20.0,1399.0,68.0,False,True,True,False,False,False
4502,2011,735000,200000,12.8,2494.0,102.0,False,True,True,True,False,True
4503,2007,190000,70000,19.81,1086.0,68.05,True,True,True,True,False,False
4505,2018,675000,24265,18.7,1199.0,88.7,True,False,True,False,False,False
4506,2014,438999,81000,23.4,1248.0,74.0,False,False,True,False,False,False
4507,2015,550000,240000,19.98,1461.0,108.5,False,True,True,False,False,True
4508,2013,409999,35000,19.1,1197.0,85.8,True,True,True,False,False,False
4509,2019,350000,15000,25.17,799.0,53.3,True,True,True,False,False,False
4510,2012,135000,49000,25.44,936.0,57.6,False,True,True,False,True,False
4512,2014,520000,70000,25.2,1248.0,74.0,False,True,True,True,False,False
4513,2010,315000,180000,19.3,1248.0,73.9,False,True,True,False,False,False
4514,2010,235000,50000,19.0,998.0,66.1,True,True,True,False,False,False
4515,2005,80500,50000,13.2,1495.0,94.0,True,True,True,False,True,False
4516,2013,375000,88200,23.2,1248.0,73.94,False,True,True,False,False,False
4517,2006,189000,93000,16.1,1197.0,85.0,True,True,True,True,False,False
4518,2017,550000,120000,25.8,1498.0,98.6,False,True,True,False,False,False
4519,2011,260000,110000,17.8,1399.0,68.0,False,True,True,True,False,False
4540,2015,300000,40000,23.95,998.0,67.05,True,True,True,False,False,False
4541,2010,350000,120000,17.0,1497.0,118.0,True,True,True,True,False,False
4543,2019,892000,10000,24.3,1248.0,88.5,False,True,True,False,False,False
4544,2012,285000,70000,20.3,1248.0,92.0,False,True,True,True,False,False
4546,2016,620000,90000,28.09,1248.0,88.5,False,True,True,False,False,False
4547,2017,750000,90000,24.3,1248.0,88.5,False,True,True,False,False,False
4548,2016,270000,35000,22.74,796.0,47.3,True,True,True,False,False,False
4550,2012,300000,40000,17.92,1086.0,62.1,True,True,True,True,False,False
4553,2011,220000,80000,23.03,1396.0,69.0,False,True,True,False,False,False
4554,2012,260000,99000,15.5,1586.0,103.3,True,True,True,True,False,False
4555,2019,600000,7500,21.21,1197.0,81.8,True,True,False,False,False,False
4556,2015,80000,60000,23.9,624.0,37.48,True,True,True,False,False,False
4557,2016,300000,40800,21.1,814.0,55.2,True,True,True,False,False,False
4558,2015,300000,70000,17.57,1193.0,88.7,True,True,True,False,False,False
4559,2016,400000,100000,18.15,1198.0,82.0,True,True,True,False,False,False
4560,2016,550000,8588,22.0,1197.0,81.8,True,True,True,False,False,False
4561,2019,1200000,40000,25.6,1498.0,97.9,False,True,True,False,False,False
4562,2015,500000,60000,25.83,1498.0,99.0,False,True,True,False,False,False
4563,2005,93000,80000,15.9,1298.0,85.0,True,True,True,False,True,False
4564,2014,500000,110000,26.0,1498.0,98.6,False,True,True,False,False,False
4565,2018,670000,150000,23.59,1364.0,67.05,False,True,True,False,False,False
4566,2012,750000,120000,12.8,2494.0,102.0,False,True,True,True,False,True
4567,2017,370000,30000,23.95,998.0,67.05,True,True,True,False,False,False
4568,2012,100000,70000,16.1,796.0,37.0,True,True,True,True,False,False
4569,2016,425000,50000,19.81,1086.0,68.05,True,True,True,False,False,False
4570,2006,370000,305000,12.8,2494.0,102.0,False,True,True,False,True,True
4572,2009,229999,212000,11.57,2179.0,138.1,False,True,True,False,True,True
4573,2016,850000,35000,24.52,1248.0,88.5,False,True,True,False,False,True
4574,2018,750000,22000,21.03,1461.0,65.0,False,True,True,False,False,False
4575,2010,235000,50000,10.71,1948.0,90.0,False,True,True,False,False,True
4576,2017,700000,70000,25.5,1498.0,98.6,False,True,True,False,False,False
4577,2016,480000,56000,24.0,1120.0,70.0,False,True,True,False,False,False
4578,2016,475000,50000,22.95,1248.0,74.0,False,True,True,False,False,False
4579,2015,610000,120000,21.14,1498.0,103.52,False,True,True,False,False,False
4580,2011,650000,120000,12.8,2494.0,102.0,False,True,True,True,False,True
4581,2017,800000,70000,25.5,1498.0,98.6,False,True,True,False,False,False
4582,2015,520000,120000,11.57,2179.0,138.1,False,True,True,False,False,True
4583,2014,160000,90000,25.0,1396.0,69.0,False,True,True,False,False,False
4584,2018,1000000,70000,25.1,1248.0,88.5,False,True,True,False,False,False
4585,2015,700000,120000,20.77,1248.0,88.76,False,True,True,True,False,True
4586,2017,590000,70000,25.8,1498.0,98.6,False,True,True,True,False,False
4587,2002,140000,80000,18.9,998.0,67.1,True,True,True,True,False,False
4588,2017,725000,100000,18.49,1493.0,100.0,False,True,True,True,False,True
4590,2015,550000,50000,26.59,1248.0,74.0,False,True,True,False,False,False
4591,2012,240000,90000,23.2,1248.0,73.94,False,True,True,True,False,False
4592,2013,667000,65000,14.6,2231.0,184.0,False,True,True,False,False,True
4593,2017,670000,50000,27.3,1498.0,98.6,False,True,True,False,False,False
4594,2015,550000,110000,26.59,1248.0,74.0,False,True,True,False,False,False
4595,2015,400000,30000,23.1,998.0,67.04,True,True,True,False,False,False
4596,2014,545000,80000,22.32,1582.0,126.32,False,True,True,True,False,False
4597,2015,599000,70000,16.02,1373.0,93.7,True,True,True,False,False,True
4598,2016,725000,100000,21.38,1396.0,88.7,False,True,True,False,False,False
4599,2015,525000,120000,17.4,1497.0,117.3,True,True,True,True,False,False
4600,2011,204999,85000,21.1,1248.0,73.9,False,True,True,True,False,False
4601,2012,190000,110000,21.0,1199.0,75.0,False,True,True,False,False,False
4602,2015,310000,60000,24.0,1120.0,70.0,False,True,True,False,True,False
4603,2016,380000,90000,24.0,1120.0,70.0,False,True,True,True,False,False
4604,2012,204000,110000,20.92,998.0,67.1,True,True,True,False,True,False
4605,2018,350000,25000,20.3,998.0,68.05,True,True,True,False,False,False
4606,2013,350000,100000,20.54,1598.0,103.6,False,True,True,False,False,False
4607,2012,175000,120000,20.0,1399.0,68.0,False,True,True,True,False,False
4608,2011,340000,90000,20.54,1598.0,103.6,False,True,True,False,False,False
4609,2017,950000,35000,17.4,1497.0,117.6,True,True,True,False,False,False
4610,2017,894999,35000,17.8,1497.0,117.3,True,True,True,False,False,False
4611,2014,350000,101200,15.3,2956.0,83.83,False,True,True,True,False,True
4612,2005,100000,90000,12.8,1396.0,85.0,True,True,True,True,False,False
4613,2016,550000,76000,26.59,1248.0,74.0,False,True,True,False,False,False
4614,2004,100000,60000,16.1,1405.0,70.0,False,True,True,False,True,False
4615,2016,800000,90000,16.0,2179.0,140.0,False,True,True,False,False,True
4616,2013,525000,80000,15.96,2523.0,62.1,False,True,True,True,False,True
4617,2008,500000,179150,11.57,2179.0,138.1,False,True,True,True,False,True
4618,2003,42000,62000,16.1,796.0,37.0,True,True,True,False,False,False
4619,2009,190000,160000,17.5,1197.0,85.8,True,True,True,False,True,False
4620,2019,694000,35000,28.4,1248.0,74.02,False,True,True,False,False,False
4621,2016,861999,120000,16.0,2179.0,140.0,False,True,False,False,False,True
4622,2017,650000,50000,25.8,1498.0,98.6,False,True,True,False,False,False
4623,2011,310000,70000,19.3,1248.0,73.9,False,True,True,True,False,False
4624,2013,360000,97000,22.9,1248.0,74.0,False,True,True,False,False,False
4625,2011,240000,90000,19.3,1248.0,73.9,False,True,True,True,False,False
4626,2012,500000,84487,15.1,2179.0,140.0,False,True,True,False,True,True
4627,2010,475000,100000,12.8,2494.0,102.0,False,True,True,True,False,True
4628,2007,100000,60000,19.7,796.0,46.3,True,True,True,False,True,False
4629,2009,200000,110000,15.0,1586.0,104.68,True,True,True,False,True,False
4630,2006,430000,264000,12.8,2494.0,102.0,False,True,True,False,False,True
4631,2010,245000,146000,14.0,2498.0,112.0,False,True,True,False,True,True
4632,2014,450000,70000,23.4,1248.0,74.0,False,True,True,False,False,False
4633,2017,800000,51146,24.3,1248.0,88.5,False,True,True,False,False,False
4634,2011,215000,40000,21.1,1197.0,85.8,True,True,True,False,False,False
4635,2017,760000,50000,24.3,1248.0,88.5,False,True,True,False,False,False
4636,2015,416000,80000,20.14,1498.0,88.8,False,True,True,False,False,False
4637,2011,195000,120000,18.9,998.0,67.1,True,True,True,False,False,False
4638,2017,325000,23000,24.7,796.0,47.3,True,True,True,False,False,False
4639,2010,145000,70000,20.92,998.0,67.1,True,True,True,True,False,False
4640,2018,675000,23000,28.4,1248.0,74.0,False,True,True,False,False,False
4641,2016,340000,30000,20.51,998.0,67.04,True,True,True,True,False,False
4642,2011,340000,50000,19.0,1248.0,90.0,False,True,True,False,False,False
4643,2014,260000,40000,16.8,796.0,34.2,True,True,True,False,False,False
