,year,selling_price,km_driven,mileage_kmpl,engine_CC,max_power_bhp,fuel_Petrol,seller_type_Individual,transmission_Manual,owner_Second Owner,owner_Third and above owners,seat_category_more than 5
6814,2010,320000,120000,20.54,1598.0,103.6,False,True,True,False,True,False
8111,2014,425000,50000,23.59,1364.0,67.06,False,True,True,False,False,False
5163,2015,365000,120000,25.8,1498.0,98.6,False,True,True,False,False,False
1437,2013,480000,42462,16.8,1497.0,116.3,True,False,True,False,False,False
1323,2014,235000,50000,22.74,796.0,47.3,True,True,True,False,False,False
2624,2018,550000,30000,21.4,1197.0,83.1,True,True,True,False,False,False
2268,2017,775000,100000,24.3,1248.0,88.5,False,True,True,False,False,False
622,2016,650000,50000,14.1,2179.0,147.94,False,True,True,False,True,True
1009,2012,425000,81632,20.0,1399.0,68.0,False,False,True,False,False,False
3022,2009,170000,90000,19.7,796.0,46.3,True,True,True,False,True,False
3706,2011,290000,90000,17.0,1197.0,80.0,True,True,True,False,True,False
4467,2016,550000,40000,17.01,1499.0,110.4,True,True,False,False,False,False
545,2015,236000,60000,22.74,796.0,47.3,True,True,True,False,False,False
2542,2012,320000,120000,22.9,1248.0,74.0,False,True,True,True,False,False
1533,2017,650000,120000,19.87,1461.0,83.8,False,True,True,False,False,False
4812,2010,80000,80000,18.0,995.0,62.0,True,True,True,True,False,False
2960,2013,300000,40000,17.21,1493.0,100.0,False,True,True,False,False,True
8,2011,350000,90000,23.59,1364.0,67.1,False,True,True,False,False,False
4455,2014,400000,123000,19.01,1461.0,108.45,False,True,True,False,False,False
2694,2013,479000,173000,12.05,2179.0,120.0,False,True,True,False,False,True
6808,2016,425000,30000,18.9,1197.0,82.0,True,True,True,False,False,False
6531,2014,650000,80000,19.01,1461.0,108.45,False,True,True,False,False,False
5746,2001,45000,60000,16.1,796.0,37.0,True,True,True,True,False,False
7070,2016,795000,90000,28.09,1248.0,88.5,False,True,True,False,False,False
1677,2018,1080000,12800,17.8,1496.0,105.5,True,True,False,False,False,False
1404,2011,170000,80000,17.8,1399.0,68.0,False,True,True,False,True,False
2812,2018,560000,50000,25.8,1498.0,98.6,False,True,True,False,False,False
3060,2010,180000,55000,17.92,1086.0,62.1,True,True,True,False,True,False
2103,2007,300000,120000,13.6,2523.0,63.0,False,True,True,False,True,True
7083,2013,350000,100000,16.78,1496.0,88.73,True,True,True,True,False,False
3174,2010,200000,35000,18.9,998.0,67.1,True,False,True,False,False,False
874,2010,150000,120000,21.12,1248.0,88.8,False,True,True,True,False,False
2611,2014,459999,110000,24.8,1396.0,88.7,False,True,True,True,False,False
1199,2017,610000,15000,22.0,1197.0,81.8,True,True,True,False,False,False
5378,2010,300000,120000,19.3,1248.0,73.9,False,True,True,True,False,False
3731,2014,320000,80000,20.36,1197.0,78.9,True,True,True,True,False,False
1261,2012,730000,210000,12.99,2494.0,100.0,False,True,True,False,False,True
2296,2012,229999,50000,20.92,998.0,67.1,True,True,True,False,False,False
1487,2006,160000,90000,19.7,796.0,46.3,True,True,True,False,False,False
2065,2013,1300000,140000,18.88,1995.0,184.0,False,True,False,True,False,False
6901,2014,229999,53473,23.95,998.0,67.05,True,True,True,False,False,False
503,2013,300000,50000,25.44,936.0,57.6,False,True,True,False,False,False
983,2011,180000,120000,18.4,1248.0,75.0,False,True,True,True,False,False
5418,2014,500000,120000,19.01,1461.0,108.45,False,True,True,False,False,False
7167,2017,475000,57000,17.8,1198.0,86.7,True,True,True,False,False,False
3175,2018,611000,9000,19.1,1197.0,85.8,True,False,True,False,False,False
3586,2018,700000,35278,23.8,1499.0,98.97,False,False,True,False,False,False
6437,2011,200000,60000,20.36,1197.0,78.9,True,True,True,True,False,False
882,2012,200000,70000,25.44,936.0,57.6,False,True,True,True,False,False
3064,2006,135000,62900,18.9,998.0,67.1,True,True,True,False,False,False
7898,2017,795000,120000,24.52,1248.0,88.5,False,True,True,False,False,True
2030,2016,511000,80000,22.54,1396.0,88.73,False,True,True,False,False,False
2445,2014,348000,23000,20.36,1197.0,78.9,True,True,True,True,False,False
2597,2014,310000,35000,18.2,1199.0,82.4,True,True,True,False,False,False
3256,2016,270000,7672,21.1,814.0,55.2,True,True,True,False,False,False
2809,2016,250000,41000,25.17,799.0,53.3,True,True,True,False,False,False
7931,2016,2100000,85000,12.62,2198.0,158.0,False,True,False,True,False,True
8002,2016,620000,7000,21.04,1461.0,83.8,False,False,True,False,False,True
986,2009,95000,120000,18.0,995.0,62.0,True,True,True,False,True,False
4860,2015,790000,126000,21.43,1364.0,87.2,False,True,True,False,True,False
1285,2011,300000,80000,13.93,2179.0,138.03,False,True,True,True,False,True
5774,2018,1938000,35000,13.68,2393.0,147.8,False,True,True,False,False,True
5481,2016,616000,112000,22.54,1396.0,88.73,False,True,True,False,False,False
595,2015,1350000,94385,12.99,2494.0,100.6,False,False,True,False,False,True
6834,2013,800000,80000,12.99,2494.0,100.0,False,True,True,False,False,True
2824,2018,875000,50000,24.3,1248.0,88.5,False,False,True,False,False,False
6495,2011,270000,125000,23.0,1396.0,90.0,False,True,True,False,False,False
5865,2011,275000,70000,17.5,1298.0,85.8,True,True,True,False,True,False
3016,2009,210000,89322,17.0,1197.0,80.0,True,True,True,True,False,False
6599,2014,640000,65000,21.14,1498.0,103.52,False,True,True,True,False,False
2629,2011,120000,90000,18.6,1199.0,79.4,True,True,True,False,False,False
2007,2013,625000,160000,20.77,1248.0,88.76,False,True,True,False,True,True
696,2015,350000,52000,19.09,1405.0,69.01,False,True,True,False,False,False
4544,2012,285000,70000,20.3,1248.0,92.0,False,True,True,True,False,False
634,2014,380000,50000,24.0,1120.0,70.0,False,True,True,True,False,False
2282,2010,350000,30000,12.6,1586.0,103.2,True,True,False,False,False,False
1530,2018,3250000,12000,10.91,3198.0,197.0,False,True,False,False,False,True
375,2016,2000000,68089,19.16,2494.0,157.7,True,False,False,False,False,False
672,2018,950000,77800,25.1,1248.0,88.5,False,True,True,False,False,False
6269,2018,900000,44772,23.0,1498.0,98.96,False,False,True,True,False,False
722,2012,400000,120000,15.96,2523.0,62.1,False,True,True,False,False,True
491,2014,250000,25000,22.74,796.0,47.3,True,True,True,False,False,False
2201,2017,610000,14000,19.1,1197.0,82.0,True,True,True,False,False,False
3781,2016,330000,30000,23.95,998.0,67.05,True,True,True,False,False,False
104,2018,610000,35000,21.4,1197.0,83.1,True,True,True,False,False,False
7525,2013,325000,155000,20.54,1598.0,103.6,False,True,True,True,False,False
4955,2015,1050000,120000,15.1,2179.0,140.0,False,True,True,True,False,True
4891,2015,1000000,24700,16.0,2179.0,140.0,False,True,True,False,False,True
7684,2008,75527,80000,16.0,995.0,63.0,True,True,True,False,False,False
2385,2014,395000,120000,25.2,1248.0,74.0,False,True,True,False,False,False
1786,2010,420000,160500,13.5,2179.0,115.0,False,True,True,False,True,False
4317,2013,121000,50000,16.1,796.0,37.0,True,True,True,True,False,False
4623,2011,310000,70000,19.3,1248.0,73.9,False,True,True,True,False,False
7280,2015,585000,72000,22.54,1396.0,88.73,False,False,True,False,False,False
4446,2017,850000,40000,24.52,1248.0,88.5,False,True,True,False,False,True
6507,2017,620000,18484,20.89,1197.0,81.8,True,True,True,False,False,False
4802,2004,120000,80000,17.3,993.0,60.0,True,True,True,True,False,False
1764,2016,570000,145000,23.59,1364.0,67.05,False,True,True,True,False,False
1074,2017,1150000,63309,19.67,1582.0,126.2,False,False,True,False,False,False
7078,2015,1200000,61000,12.99,2494.0,100.6,False,True,True,False,False,True
592,2012,270000,43755,21.1,814.0,55.2,True,False,True,True,False,False
194,2016,459999,60000,20.85,1197.0,83.14,True,True,True,True,False,False
4468,2011,190000,80000,15.5,1586.0,103.3,True,True,True,False,True,False
2857,2014,825000,165000,15.1,2179.0,140.0,False,True,True,True,False,True
6012,2013,453000,54327,17.2,1197.0,103.6,True,False,False,True,False,False
2408,2014,580000,97000,26.0,1498.0,98.6,False,True,True,False,False,False
3510,2015,415000,45000,15.5,1198.0,86.7,True,True,False,False,False,False
7080,2017,800000,60000,16.55,2498.0,105.0,False,True,True,True,False,True
4055,2009,600000,155000,11.79,2179.0,120.0,False,True,False,True,False,True
636,2016,350000,80000,20.51,998.0,67.04,True,True,True,False,False,False
6925,2012,450000,150000,22.32,1582.0,126.32,False,True,True,False,True,False
5485,2012,250000,188000,14.0,2179.0,120.0,False,True,True,True,False,True
677,2018,455000,100000,19.0,1197.0,85.8,True,True,True,True,False,False
6671,2012,380000,145000,20.5,1598.0,103.5,False,True,True,False,False,False
3602,2018,1050000,10000,25.47,1248.0,88.5,False,True,True,False,False,True
6226,2017,475000,20000,20.51,998.0,67.0,True,True,False,False,False,False
2759,2019,900000,60000,25.1,1248.0,88.5,False,True,True,False,False,False
3604,2014,1100000,80000,14.74,2199.0,194.3,False,True,True,False,False,True
7540,2011,300000,30000,19.81,1086.0,68.05,True,True,True,False,False,False
5764,2011,180000,125000,20.0,1399.0,68.0,False,True,True,True,False,False
4607,2012,175000,120000,20.0,1399.0,68.0,False,True,True,True,False,False
6261,2019,721000,9400,18.6,1197.0,81.83,True,False,True,False,False,False
5562,2011,141000,15000,19.7,796.0,46.3,True,True,True,False,True,False
2539,2018,1050000,15000,16.0,2179.0,140.0,False,True,True,False,False,True
5156,2018,1150000,29000,15.1,2179.0,152.87,False,True,True,False,False,True
2883,2017,285000,25000,24.7,796.0,47.3,True,True,True,True,False,False
5316,2007,185000,120000,16.8,1493.0,110.0,False,True,True,False,True,False
439,2015,520000,110000,20.14,1498.0,88.8,False,True,True,True,False,False
955,2016,800000,90000,24.3,1248.0,88.5,False,True,True,False,False,False
2177,2016,450000,85000,25.8,1498.0,98.6,False,True,True,False,False,False
407,2018,325000,100000,23.84,1199.0,84.0,True,True,True,False,False,False
4867,2017,630000,25000,18.6,1197.0,81.83,True,True,True,True,False,False
5599,2015,550000,90000,20.14,1498.0,88.8,False,True,True,False,False,False
6993,2015,350000,100000,18.9,1197.0,82.0,True,True,True,False,False,False
6936,2007,80000,110000,16.8,1405.0,62.0,False,True,True,False,True,False
4469,2017,750000,37000,23.0,1498.0,98.96,False,True,True,False,False,False
8076,2006,150000,50000,14.0,1061.0,64.0,True,True,True,False,True,False
4450,2012,220000,60000,18.9,998.0,67.1,True,True,True,False,True,False
1299,2009,400000,100000,11.7,2354.0,177.6,True,True,False,True,False,False
2384,2008,245000,127000,16.8,1493.0,110.0,False,True,True,True,False,False
2745,2017,570000,120000,26.59,1248.0,74.0,False,True,True,False,False,False
6448,2015,650000,80000,17.4,1497.0,117.3,True,True,True,False,False,False
1549,2019,525000,9200,23.84,1199.0,83.83,True,True,False,False,False,False
2517,2018,380000,5000,23.01,999.0,67.0,True,True,True,False,False,False
7369,2018,790000,16000,28.4,1248.0,74.0,False,False,False,False,False,False
7386,2015,420000,36000,20.4,1197.0,83.11,True,True,True,False,False,False
4564,2014,500000,110000,26.0,1498.0,98.6,False,True,True,False,False,False
4754,2017,875000,30000,28.4,1248.0,74.02,False,False,False,False,False,False
2582,2017,680000,90000,16.5,1493.0,70.0,False,True,True,False,False,True
5473,2007,210000,120000,17.7,1497.0,78.0,True,True,True,True,False,False
5503,2012,459999,70000,22.32,1582.0,126.32,False,True,True,False,False,False
7881,2017,700000,49957,25.83,1498.0,99.0,False,False,True,False,False,False
1373,2018,775000,59736,18.49,1493.0,100.0,False,False,True,False,False,True
3869,2014,399000,70000,25.2,1248.0,74.0,False,True,True,False,True,False
6735,2012,250000,97000,19.4,1198.0,86.8,True,True,True,True,False,False
2306,2014,185000,90000,25.44,936.0,56.3,False,True,True,True,False,False
1645,2015,434999,25000,20.85,1197.0,83.14,True,True,True,True,False,False
3125,2007,150000,75000,19.7,796.0,46.3,True,True,True,False,False,False
7203,2015,545000,180000,25.2,1248.0,74.0,False,True,True,False,False,False
4319,2012,869999,225000,12.99,2494.0,100.0,False,True,True,True,False,True
4791,2017,1748999,33019,13.68,2393.0,147.8,False,False,True,False,False,True
5217,2016,400000,25000,17.57,1193.0,88.7,True,True,True,False,False,False
6669,2011,160000,112000,20.0,1399.0,68.0,False,True,True,True,False,False
4374,2005,90000,120000,16.1,1405.0,70.0,False,True,True,False,True,False
1691,2018,430000,5000,20.63,1198.0,67.0,True,True,True,True,False,False
977,2015,650000,100000,22.54,1396.0,88.73,False,True,True,False,False,False
2655,2020,330000,70000,18.9,1197.0,81.86,True,True,True,True,False,False
3055,2016,190000,80000,16.8,796.0,34.2,True,True,True,True,False,True
5780,2012,360000,100000,22.32,1582.0,126.32,False,True,True,True,False,False
7290,2013,409999,80235,28.4,1248.0,74.02,False,False,True,True,False,False
1459,2016,525000,40000,26.59,1248.0,74.0,False,True,True,True,False,False
6469,2019,550000,10000,18.9,1197.0,81.86,True,True,True,False,False,False
943,2008,290000,100000,17.8,1248.0,75.0,False,True,True,True,False,False
5596,2017,710000,120000,18.49,1493.0,100.0,False,True,True,False,False,True
666,2012,235000,98500,19.0,998.0,66.1,True,True,True,True,False,False
225,2015,245000,40000,22.74,796.0,47.3,True,True,True,False,False,False
4628,2007,100000,60000,19.7,796.0,46.3,True,True,True,False,True,False
1915,2009,150000,90000,13.93,2179.0,138.1,False,True,True,True,False,True
2322,2011,250000,30000,20.4,1248.0,91.2,False,True,True,False,False,False
3827,2013,511000,90000,16.3,1797.0,147.5,True,True,True,True,False,False
6330,2010,465000,77088,14.0,2489.0,95.0,False,True,True,False,False,True
1010,2016,600000,155201,26.1,1498.0,99.23,False,False,True,False,False,False
717,2017,385000,30000,20.63,1198.0,67.06,True,True,True,False,False,False
5633,2013,335000,90000,22.9,1248.0,74.0,False,True,True,True,False,False
6992,2011,220000,70000,18.5,1197.0,80.0,True,True,True,False,False,False
2277,2007,195000,112880,25.2,1248.0,74.0,False,False,True,False,False,False
179,2015,425000,70000,18.9,1197.0,82.0,True,True,True,False,False,False
5732,2015,611000,80000,26.0,1498.0,98.6,False,True,True,True,False,False
6262,2016,390000,62000,25.32,1198.0,77.0,False,False,True,False,False,False
7212,2010,750000,150000,11.5,2982.0,171.0,False,True,True,True,False,True
5045,2015,600000,50000,22.77,1498.0,98.59,False,True,True,False,False,False
703,2008,250000,120000,13.6,2523.0,63.0,False,True,True,False,False,True
978,2015,650000,80000,22.54,1396.0,88.73,False,True,True,False,False,False
1656,2014,819999,200000,25.1,1498.0,98.6,False,True,True,False,False,False
3479,2011,90000,90000,15.64,1193.0,64.08,True,True,True,True,False,False
5504,2009,115999,110000,19.7,796.0,46.3,True,True,True,True,False,False
611,2015,370000,170000,26.59,1248.0,74.0,False,True,True,False,False,False
5873,2017,597000,15000,24.7,1047.0,69.0,False,True,True,False,False,False
7295,2012,799000,61100,14.3,1968.0,140.0,False,False,False,False,False,False
6774,2018,450000,48000,25.4,1186.0,73.97,False,True,True,False,False,False
4385,2018,535000,31000,24.04,999.0,67.0,True,False,False,False,False,False
7297,2015,600000,80000,23.9,1582.0,126.32,False,True,True,False,False,False
4892,2008,65000,100000,18.0,995.0,62.0,True,True,True,False,True,False
4066,2018,900000,30000,25.5,1498.0,98.6,False,True,True,False,False,False
2146,2012,330000,50000,22.9,1248.0,74.0,False,True,True,True,False,False
5042,2018,445000,5000,20.51,998.0,67.0,True,True,False,True,False,False
6532,2014,95000,50000,25.4,624.0,37.5,True,True,True,True,False,False
3325,2013,459999,120000,13.5,2609.0,115.0,False,True,True,True,False,False
2157,2017,620000,30000,27.39,1248.0,74.0,False,True,True,False,False,False
3072,2016,470000,13500,18.9,1197.0,82.0,True,True,True,False,False,False
4011,2013,300000,200000,20.07,1461.0,75.0,False,True,True,True,False,True
7374,2016,2450000,30000,18.25,1968.0,187.74,False,False,False,False,False,False
727,2011,320000,175000,15.96,2523.0,63.0,False,True,True,False,True,True
5264,2019,450000,25000,20.3,1199.0,84.0,True,True,True,False,False,False
1197,2016,650000,50000,17.45,1493.0,100.0,False,True,False,False,False,True
3992,2013,480000,87452,22.77,1498.0,98.59,False,False,True,True,False,False
7938,2018,1200000,40000,22.0,1582.0,126.2,False,True,True,False,False,False
723,2012,168000,190000,19.09,1396.0,69.0,False,True,True,True,False,False
3936,2017,710000,60000,24.3,1248.0,88.5,False,True,True,False,False,False
6546,2010,285000,80000,17.8,1248.0,75.0,False,True,True,False,False,False
4451,2013,550000,56000,23.4,1248.0,74.0,False,True,True,False,False,False
7063,2002,45000,70000,16.1,796.0,37.0,True,True,True,True,False,False
2687,2015,500000,36000,17.19,1197.0,81.86,True,True,True,False,False,False
5526,2018,800000,70000,18.49,1493.0,100.0,False,True,True,True,False,True
3708,2010,160000,162000,15.37,1196.0,73.0,True,True,True,False,False,False
5236,2008,120000,70000,19.7,796.0,46.3,True,True,True,False,True,False
2414,2019,660000,35000,22.95,1248.0,74.0,False,True,True,False,False,False
2308,2016,1000000,65000,12.99,2494.0,100.6,False,True,True,False,False,True
2255,2016,310000,27500,25.17,799.0,53.3,True,True,True,False,False,False
1592,2012,420000,50000,15.96,2523.0,62.1,False,True,True,False,False,True
7417,2019,700000,6500,20.0,999.0,72.0,True,True,True,False,False,True
1028,2013,310000,70000,19.81,1086.0,68.05,True,True,True,False,False,False
7344,2014,520000,48000,25.8,1498.0,98.6,False,True,True,False,False,False
610,2017,655000,126000,18.49,1493.0,100.0,False,True,True,False,False,True
1675,2016,1000000,60000,22.15,1498.0,108.6,False,True,False,False,False,False
3270,2014,850000,60000,15.1,2179.0,140.0,False,True,True,False,False,True
3018,2012,180000,70000,19.7,796.0,46.3,True,True,True,True,False,False
2198,2017,680000,13500,17.0,1497.0,121.36,True,True,True,False,False,False
3209,2017,850000,50000,17.6,2179.0,147.94,False,True,True,False,False,True
2342,2008,220000,35000,20.36,1197.0,78.9,True,True,True,False,False,False
7114,2012,350000,72000,17.5,1197.0,85.8,True,True,True,True,False,False
2659,2014,325000,80322,17.8,1399.0,67.0,False,False,True,False,False,False
2182,2012,380000,70000,22.9,1248.0,74.0,False,True,True,False,True,False
7831,2018,800000,37161,22.7,1498.0,89.84,False,False,True,False,False,False
1916,2011,200000,84321,23.57,1396.0,70.0,False,True,True,False,False,False
1157,2013,200000,175000,19.09,1396.0,69.0,False,True,True,True,False,False
7793,2017,550000,49000,25.4,1186.0,73.97,False,False,True,False,False,False
2415,2015,630000,117500,17.4,1497.0,117.3,True,True,True,True,False,False
7006,2013,650000,85710,15.1,2179.0,140.0,False,False,True,False,False,True
7674,2015,300000,19800,15.37,1196.0,73.0,True,True,True,False,False,True
7211,2013,250000,180000,20.8,1461.0,64.1,False,True,True,False,False,False
8077,2009,550000,250000,12.8,2494.0,102.0,False,True,True,False,False,True
939,2012,450000,120000,22.32,1582.0,126.32,False,True,True,True,False,False
4122,2014,565000,111000,20.34,1498.0,103.2,False,True,True,False,False,False
686,2013,330000,136000,15.96,2523.0,62.1,False,True,True,True,False,True
2511,2014,380000,50000,18.9,1197.0,82.0,True,True,True,True,False,False
6385,2013,210000,50000,22.74,796.0,47.3,True,True,True,True,False,False
2497,2016,400000,60000,23.2,1248.0,73.94,False,True,True,False,True,False
6904,2013,220000,80000,17.92,1086.0,62.1,True,True,True,False,False,False
1837,2011,250000,70000,19.0,1248.0,90.0,False,True,True,False,False,False
6833,2012,400000,90000,20.77,1248.0,88.76,False,True,True,False,False,True
454,2015,610000,50000,21.19,1396.0,88.73,False,True,True,True,False,False
2318,2012,83000,90000,25.0,1396.0,69.0,False,True,True,True,False,False
1264,2007,170000,78000,16.1,1298.0,88.2,True,True,True,True,False,False
2057,2011,150000,80000,18.0,995.0,62.0,True,True,True,False,False,False
7792,2016,1750000,52000,12.55,2982.0,168.5,False,False,False,False,False,True
1493,2013,330000,150000,15.0,1396.0,98.6,True,True,False,True,False,False
6686,2012,310000,25000,21.5,1248.0,88.8,False,True,True,True,False,False
5821,2015,850000,100000,12.99,2494.0,100.6,False,True,True,False,False,True
7663,2014,430000,100000,15.04,1598.0,103.2,True,True,True,False,False,False
2129,2014,1850000,76131,13.22,2967.0,241.4,False,True,False,False,False,False
6802,2010,200000,70000,20.36,1197.0,78.9,True,True,True,True,False,False
1208,2013,434999,120000,21.64,1461.0,84.8,False,True,True,False,False,False
4730,2015,300000,35000,15.37,1196.0,73.0,True,True,True,True,False,True
1155,2018,550000,50000,24.0,1186.0,73.97,False,True,True,False,False,False
1539,2017,650000,20000,28.4,1248.0,74.02,False,True,True,False,False,False
4813,2004,40000,120000,16.1,796.0,37.0,True,True,True,False,False,False
534,2017,320000,15000,21.1,814.0,55.2,True,True,True,True,False,False
3276,2015,600000,60000,26.21,1248.0,88.5,False,True,True,False,True,False
5981,2012,560000,200000,20.77,1248.0,88.76,False,True,True,True,False,True
1926,2004,31504,110000,16.1,796.0,37.0,True,True,True,False,True,False
7448,2012,145000,120000,18.6,1199.0,79.4,True,True,True,False,False,False
6855,2018,445000,19700,18.15,1198.0,82.0,True,True,True,False,False,False
2930,2019,509999,10000,21.21,1197.0,81.8,True,True,True,False,False,False
1409,2010,125000,120000,19.7,796.0,46.3,True,True,True,False,True,False
5041,2019,974000,15000,16.55,2498.0,105.0,False,True,True,False,False,True
201,2015,600000,50000,17.4,1497.0,117.3,True,True,True,False,False,False
1593,2018,1200000,35000,17.3,1497.0,121.0,False,True,True,False,False,True
836,2014,350000,35000,20.51,998.0,67.04,True,True,True,False,False,False
6655,2018,451999,30000,23.1,998.0,67.04,True,True,False,True,False,False
6159,2016,400000,35000,25.32,1198.0,77.0,False,True,True,False,False,True
5006,2019,346000,16000,23.84,1199.0,84.0,True,True,True,False,False,False
7115,2007,95000,120000,12.0,2092.0,127.0,False,True,True,True,False,True
970,2018,1745000,10000,11.36,2755.0,171.5,False,True,False,False,False,True
3480,2014,600000,114000,19.01,1461.0,108.45,False,True,True,False,False,False
1337,2014,800000,60000,15.1,2179.0,140.0,False,True,True,True,False,True
1182,2011,225000,80000,19.81,1086.0,68.05,True,True,True,True,False,False
1550,2016,515000,40000,19.87,1461.0,83.8,False,True,True,False,False,False
605,2009,180000,120000,18.8,1248.0,90.0,False,True,True,True,False,False
1293,2011,204999,100000,20.0,1399.0,68.0,False,True,True,True,False,False
1328,2019,360000,27000,23.95,998.0,67.05,True,True,True,False,False,False
7886,2007,185000,90000,17.8,1248.0,75.0,False,True,True,False,True,False
5565,2007,125000,100000,18.9,1061.0,67.0,True,True,True,False,True,False
2595,2015,390000,50000,18.0,1198.0,86.7,True,True,True,False,False,False
6471,2012,185000,50000,21.1,814.0,55.2,True,True,True,True,False,False
4017,2002,350000,60000,11.96,1298.0,80.0,True,True,True,False,False,True
5731,2016,750000,86000,26.0,1498.0,98.6,False,True,True,False,True,False
3465,2015,1100000,52269,15.4,2179.0,120.0,False,True,True,False,False,True
63,2013,425000,60000,21.27,1396.0,88.76,False,True,True,False,False,False
3852,2012,550000,330000,13.44,2359.0,198.25,True,True,True,True,False,False
2537,2014,1700000,80000,12.55,2982.0,168.5,False,True,True,True,False,True
2236,2014,400000,45000,19.1,1405.0,70.0,False,True,True,False,False,False
7808,2014,2575000,70000,11.74,2987.0,254.8,False,True,False,False,False,False
5996,2010,360000,120000,17.8,1248.0,75.0,False,True,True,True,False,False
8036,2018,432000,30000,20.51,998.0,67.04,True,True,True,False,False,False
4909,2011,160000,85000,20.0,1399.0,68.0,False,True,True,False,False,False
3279,2019,750000,9900,11.96,1298.0,80.0,True,True,True,False,False,True
7401,2007,250000,100000,16.6,1896.0,122.4,False,True,True,True,False,False
7146,2018,675000,40000,25.8,1498.0,98.6,False,True,True,False,False,False
7020,2010,250000,48000,15.6,1196.0,70.0,True,True,True,False,False,False
1272,2018,700000,6000,18.6,1197.0,81.83,True,True,True,False,False,False
6023,2018,535000,30000,20.3,1199.0,84.0,True,True,True,False,False,False
7372,2016,375000,61173,27.62,793.0,47.0,False,False,True,False,False,False
6840,2018,530000,52000,17.19,1197.0,81.86,True,True,True,False,False,False
4627,2010,475000,100000,12.8,2494.0,102.0,False,True,True,True,False,True
4315,2011,180000,110000,15.37,1196.0,73.0,True,True,True,True,False,True
7626,2016,803999,60000,23.9,1582.0,126.2,False,True,True,False,False,False
5200,2016,1200000,90000,12.99,2494.0,100.6,False,True,True,False,False,True
6831,2011,350000,50000,15.5,1799.0,132.0,True,True,True,False,False,False
3038,2017,550000,50000,21.66,1498.0,108.62,False,True,True,False,False,False
6425,2014,375000,60000,18.9,1197.0,82.0,True,True,True,False,False,False
7117,2016,900000,100000,13.58,2499.0,72.4,False,True,True,False,False,True
4926,2016,700000,91182,15.96,2523.0,62.1,False,True,True,False,False,True
1048,2013,215000,25000,20.92,998.0,67.1,True,True,True,False,False,False
1274,2012,300000,40000,23.57,1396.0,70.0,False,True,True,False,False,False
208,2017,550000,20000,21.21,1197.0,81.8,True,True,True,False,False,False
2084,2012,450000,120000,15.96,2523.0,62.1,False,True,True,False,False,True
5488,2019,900000,40000,24.3,1248.0,88.5,False,True,True,False,False,False
2403,2012,310000,50000,19.4,1198.0,86.8,True,True,True,True,False,False
2585,2014,1019999,60000,12.99,2494.0,100.6,False,True,True,True,False,True
2838,2014,680000,95000,12.99,2494.0,100.6,False,False,True,False,False,True
7948,2016,675000,108000,23.65,1248.0,88.5,False,False,True,False,False,False
2333,2005,150000,120000,13.2,1495.0,94.0,True,True,True,False,False,False
5507,2011,165000,75000,25.0,1396.0,69.0,False,False,True,True,False,False
1738,2009,320000,80000,12.05,2179.0,120.0,False,True,True,False,True,True
4641,2016,340000,30000,20.51,998.0,67.04,True,True,True,True,False,False
6151,2013,235000,40000,21.1,814.0,55.2,True,True,True,True,False,False
6505,2015,800000,70000,15.4,1997.0,120.0,False,True,True,False,False,True
248,2014,500000,120000,23.4,1248.0,74.0,False,True,True,True,False,False
1202,2018,560000,26300,23.84,1199.0,84.0,True,True,True,False,False,False
2988,2012,180000,56000,21.1,814.0,55.2,True,True,True,False,False,False
2227,2011,330000,66000,20.5,1598.0,105.0,False,True,True,True,False,False
7954,2012,320000,40000,18.5,1197.0,85.8,True,True,True,False,False,False
7205,2008,185000,110000,17.7,1497.0,78.0,True,True,True,True,False,False
1626,2017,550000,50000,18.6,1197.0,81.83,True,True,True,False,False,False
5103,2015,400000,20000,20.51,998.0,67.0,True,True,False,False,False,False
2506,2014,350000,70000,24.0,1120.0,70.0,False,True,True,True,False,False
791,2012,100000,51000,16.1,796.0,37.0,True,True,True,False,False,False
1319,2019,700000,10000,24.0,1186.0,73.97,False,True,True,False,False,False
3878,2017,450000,89000,27.28,1047.0,69.0,False,True,True,False,False,False
4729,2012,150000,90000,19.09,1396.0,69.0,False,True,True,False,False,False
1287,2010,140000,75000,18.6,1199.0,79.4,True,True,True,False,False,False
7186,2016,700000,30000,18.49,1493.0,100.0,False,True,True,False,False,True
4634,2011,215000,40000,21.1,1197.0,85.8,True,True,True,False,False,False
2060,2014,411000,90000,21.21,1498.0,103.2,False,True,False,True,False,False
5058,2018,340000,120000,20.3,998.0,68.05,True,True,True,False,False,False
3043,2015,600000,60000,13.93,2179.0,138.03,False,True,True,False,False,True
3635,2016,500000,50000,18.9,1197.0,82.0,True,True,True,False,False,False
6839,2019,950000,20000,23.0,1498.0,98.96,False,True,True,False,False,False
5997,2014,240000,70000,21.1,814.0,55.2,True,True,True,False,False,False
4140,2015,600000,135000,22.77,1498.0,98.59,False,True,True,False,False,False
1931,2017,300000,60000,20.3,998.0,68.05,True,True,True,False,False,False
1230,2006,190000,94000,17.4,1599.0,104.0,True,True,True,True,False,False
6712,2015,475000,25000,22.95,1248.0,74.0,False,True,True,False,False,False
2593,2014,525000,70000,16.55,2498.0,105.0,False,True,True,True,False,True
5317,2008,185000,110000,19.81,1086.0,68.05,True,True,True,False,True,False
8043,2007,100000,60000,14.7,1150.0,76.0,True,True,True,False,True,False
342,2011,275000,45000,23.08,1461.0,63.1,False,True,True,False,False,False
